entry_id,reduced_formula,nelem,spacegroup_symbol,crystal_system,magnetic_ordering,magnetic_polarization_T,total_magnetic_moment_uB,mae_energy_da_meV_cell,mae_constant_da_MJ_m3,easy_axis,kappa,curie_temperature_K,formation_energy_meV_atom,above_hull_meV_atom,formula_key,formula_parse_status
MMD-1778,Ti2(Co7B2)3,3,Fm-3m,cubic,Ferromagnetic,0.81,79.9,,,,,,-304.751924,0.0,B6Co21Ti2,ok
MMD-1779,Co6Mo6C,3,Fd-3m,cubic,Ferromagnetic,0.07,7.28,,,,,,-77.002451,,C1Co6Mo6,ok
MMD-1780,Nb4Co2N,3,Fd-3m,cubic,Ferromagnetic,0.06,8.56,,,,,,-509.389594,0.0,Co2N1Nb4,ok
MMD-1781,V2(Co7B2)3,3,Fm-3m,cubic,Ferromagnetic,0.77,75.0,,,,,,-257.219285,0.0,B6Co21V2,ok
MMD-1782,V4Co2N,3,Fd-3m,cubic,Ferromagnetic,0.26,28.22,,,,,,-529.050964,0.0,Co2N1V4,ok
MMD-1783,Zr4Co4Si7,3,I4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-830.57031,0.0,Co4Si7Zr4,ok
MMD-1784,Ti6Ga16Co7,3,Fm-3m,cubic,Ferromagnetic,0.0,0.29,,,,,,-354.926891,,Co7Ga16Ti6,ok
MMD-1785,Ga2(Co7B2)3,3,Fm-3m,cubic,Ferromagnetic,0.88,86.88,,,,,,-205.030138,,B6Co21Ga2,ok
MMD-1786,Co3Mo3C,3,Fd-3m,cubic,Ferromagnetic,0.42,48.35,,,,,,-64.908083,,C1Co3Mo3,ok
MMD-1787,Zr6Al16Co7,3,Fm-3m,cubic,Ferromagnetic,0.05,7.17,,,,,,-576.671673,0.0,Al16Co7Zr6,ok
MMD-1788,Zr(Zn10Co)2,3,Fd-3m,cubic,Ferromagnetic,0.0,0.04,,,,,,-166.653771,0.0,Co2Zn20Zr1,ok
MMD-1789,Nb13Co40Si31,3,P6/mmm,hexagonal,Ferromagnetic,0.0,0.03,,,,,,-592.692708,,Co40Nb13Si31,ok
MMD-1790,Y2Ga2Co15,3,P6_3/mmc,hexagonal,Ferromagnetic,0.99,42.05,,,,,,-108.200607,,Co15Ga2Y2,ok
MMD-1791,Y2Co14Cu3,3,P6_3/mmc,hexagonal,Ferromagnetic,0.98,40.99,,,,,,-22.152468,,Co14Cu3Y2,ok
MMD-1792,Y2Co14B,3,P4_2/mnm,tetragonal,Ferromagnetic,1.0,74.08,,,,,,-169.314378,0.0,B1Co14Y2,ok
MMD-1793,Nb2Co4P3,3,P-62m,hexagonal,Ferromagnetic,0.19,7.16,,,,,,-784.67211,,Co4Nb2P3,ok
MMD-1794,Y3Co4Ge13,3,Pm-3n,cubic,Ferromagnetic,0.0,0.0,,,,,,-409.743367,0.0,Co4Ge13Y3,ok
MMD-1795,Y2Al2Co15,3,P6_3/mmc,hexagonal,Ferromagnetic,0.95,40.63,,,,,,-155.60944,,Al2Co15Y2,ok
MMD-1796,ZrGa2Co,3,I4mm,tetragonal,Ferromagnetic,0.0,0.02,,,,,,-528.844584,0.0,Co1Ga2Zr1,ok
MMD-1797,TiCoGe2,3,Pbam,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,-466.772799,0.0,Co1Ge2Ti1,ok
MMD-1798,YCo3P2,3,Pmmn,orthorhombic,Ferromagnetic,0.11,4.62,,,,,,-937.914175,0.0,Co3P2Y1,ok
MMD-1799,Y2Al3Co14,3,P6_3/mmc,hexagonal,Ferromagnetic,0.83,35.2,,,,,,-206.744462,,Al3Co14Y2,ok
MMD-1800,Sc2CoGe2,3,C2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-751.884411,,Co1Ge2Sc2,ok
MMD-1801,Y2CoSi2,3,C2/m,monoclinic,Ferromagnetic,0.01,0.3,,,,,,-780.166682,,Co1Si2Y2,ok
MMD-1802,CrCoAs,3,P-62m,hexagonal,Ferromagnetic,0.95,9.51,,,,,,-145.716185,,As1Co1Cr1,ok
MMD-1803,Sc2Ga8Co,3,P4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-454.185032,,Co1Ga8Sc2,ok
MMD-1804,CoMoP2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-495.92111,,Co1Mo1P2,ok
MMD-1805,Zr9(CoP2)2,3,P4/mbm,tetragonal,Ferromagnetic,0.0,0.07,,,,,,-974.56105,0.0,Co2P4Zr9,ok
MMD-1806,YCoB4,3,Pbam,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-598.496782,0.0,B4Co1Y1,ok
MMD-1807,Y3Co2Si3,3,Cmcm,orthorhombic,Ferromagnetic,0.07,3.71,,,,,,-753.815237,,Co2Si3Y3,ok
MMD-1808,Y5(Co2Ge5)2,3,P4/mbm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-663.458727,0.0,Co4Ge10Y5,ok
MMD-1809,VCoAs,3,Pnma,orthorhombic,Ferromagnetic,0.26,3.51,,,,,,-403.287219,0.0,As1Co1V1,ok
MMD-1810,Ti3CoS6,3,P6_322,hexagonal,Ferromagnetic,0.0,0.02,,,,,,-1153.953928,,Co1S6Ti3,ok
MMD-1811,Ti6Co16Ge7,3,Fm-3m,cubic,Ferromagnetic,0.0,0.06,,,,,,-375.48147,,Co16Ge7Ti6,ok
MMD-1812,Ti20(CoB2)3,3,Fm-3m,cubic,Ferromagnetic,0.3,42.36,,,,,,-208.423417,,B6Co3Ti20,ok
MMD-1813,ScCo2Ge,3,Fm-3m,cubic,Ferromagnetic,0.22,4.06,,,,,,-447.716061,,Co2Ge1Sc1,ok
MMD-1814,Nb3Co5B2,3,P4/mbm,tetragonal,Ferromagnetic,0.0,0.08,,,,,,-335.956622,,B2Co5Nb3,ok
MMD-1815,Nb2Co2Si3,3,I4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-567.127302,,Co2Nb2Si3,ok
MMD-1816,Al3Co3Si4,3,Im-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-455.394388,0.0,Al3Co3Si4,ok
MMD-1817,Al20(CoB2)3,3,Fm-3m,cubic,Ferromagnetic,0.0,0.04,,,,,,101.176287,,Al20B6Co3,ok
MMD-1818,Al11(CoSi)6,3,P2_1/c,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-428.291983,0.0,Al11Co6Si6,ok
MMD-1819,ZrTiCo4,3,F-43m,cubic,Ferromagnetic,0.27,7.18,,,,,,-318.113829,,Co4Ti1Zr1,ok
MMD-1820,ZrNbCo4,3,F-43m,cubic,Ferromagnetic,0.16,4.33,,,,,,-230.751799,,Co4Nb1Zr1,ok
MMD-1821,ZrCo4Si,3,F-43m,cubic,Ferromagnetic,0.5,12.98,,,,,,-220.47271,,Co4Si1Zr1,ok
MMD-1822,ZrCoSi,3,Amm2,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-619.370099,,Co1Si1Zr1,ok
MMD-1823,ZrAlCo4,3,F-43m,cubic,Ferromagnetic,0.46,12.28,,,,,,-338.713794,,Al1Co4Zr1,ok
MMD-1824,Zr8Co3Cu,3,C222,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,-222.46781,,Co3Cu1Zr8,ok
MMD-1825,ZrAlCo,3,Amm2,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-485.364804,,Al1Co1Zr1,ok
MMD-1826,Zr2CoMo3,3,R-3m,trigonal,Ferromagnetic,0.0,0.04,,,,,,-130.464589,,Co1Mo3Zr2,ok
MMD-1827,Zn3CoS4,3,P-4m2,tetragonal,Ferromagnetic,0.22,2.93,,,,,,-630.41846,,Co1S4Zn3,ok
MMD-1828,Zr2Al3Co,3,R-3m,trigonal,Ferromagnetic,0.0,0.04,,,,,,-526.614658,,Al3Co1Zr2,ok
MMD-1829,Zr2Co3Mo,3,R-3m,trigonal,Ferromagnetic,0.0,0.0,,,,,,-257.599205,,Co3Mo1Zr2,ok
MMD-1830,Zr2CoS4,3,Cm,monoclinic,Ferromagnetic,0.08,1.91,,,c,13.144,,-1324.762217,,Co1S4Zr2,ok
MMD-1831,Zn4CoSe5,3,Cm,monoclinic,Ferromagnetic,0.15,5.99,,,,,,-552.506146,,Co1Se5Zn4,ok
MMD-1832,Zr3CoSe6,3,R-3,trigonal,Ferromagnetic,0.09,4.97,,,,,,-1152.624656,,Co1Se6Zr3,ok
MMD-1833,Zr5Co19P12,3,P-62m,hexagonal,Ferromagnetic,0.22,8.44,,,,,,-894.842431,0.0,Co19P12Zr5,ok
MMD-1834,Zr2Ga3Co,3,Cm,monoclinic,Ferromagnetic,0.0,0.02,,,,,,-512.585036,,Co1Ga3Zr2,ok
MMD-1835,Zr2Co3Mo,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-270.800302,,Co3Mo1Zr2,ok
MMD-1836,Zr3AlCo8,3,R3m,trigonal,Ferromagnetic,0.08,3.5,,,,,,-327.485482,,Al1Co8Zr3,ok
MMD-1837,Zr2GaCo3,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-426.162016,,Co3Ga1Zr2,ok
MMD-1838,YZr2Co9,3,R3m,trigonal,Ferromagnetic,0.65,27.3,,,,,,-204.039065,,Co9Y1Zr2,ok
MMD-1839,YCoC,3,P4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-327.251054,,C1Co1Y1,ok
MMD-1840,YCo4Ge,3,Cmmm,orthorhombic,Ferromagnetic,0.56,8.07,,,,,,-239.969275,,Co4Ge1Y1,ok
MMD-1841,YAlCo4,3,P-6m2,hexagonal,Ferromagnetic,0.61,4.46,,,,,,-252.037508,,Al1Co4Y1,ok
MMD-1842,Y2Co3Si,3,R-3m,trigonal,Ferromagnetic,0.0,0.0,,,,,,-409.511415,,Co3Si1Y2,ok
MMD-1843,Zr3Co8Si,3,R3m,trigonal,Ferromagnetic,0.38,15.63,,,,,,-291.545551,,Co8Si1Zr3,ok
MMD-1844,Y2AlCo3,3,R-3m,trigonal,Ferromagnetic,0.04,1.08,,,,,,-277.887889,,Al1Co3Y2,ok
MMD-1845,Y2(CoCu)5,3,Pmmm,orthorhombic,Ferromagnetic,0.39,5.78,,,,,,-58.955907,,Co5Cu5Y2,ok
MMD-1846,Y5Co19P12,3,P-62m,hexagonal,Ferromagnetic,0.19,7.63,,,,,,-889.490149,0.0,Co19P12Y5,ok
MMD-1847,VCrCo,3,Amm2,orthorhombic,Ferromagnetic,0.0,0.02,,,,,,-45.708366,,Co1Cr1V1,ok
MMD-1848,VCoSi,3,Amm2,orthorhombic,Ferromagnetic,0.03,0.65,,,,,,-412.704618,,Co1Si1V1,ok
MMD-1849,TiAlCo2,3,P4/mmm,tetragonal,Ferromagnetic,0.23,1.0,,,,,,-527.156724,,Al1Co2Ti1,ok
MMD-1850,Y10Ga3Co7,3,Pmc2_1,orthorhombic,Ferromagnetic,0.08,5.65,,,,,,-345.003145,0.0,Co7Ga3Y10,ok
MMD-1851,Ti2Co3Si,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-611.940746,0.0,Co3Si1Ti2,ok
MMD-1852,Ti3CoS6,3,R-3,trigonal,Ferromagnetic,0.08,3.28,,,,,,-1210.070606,,Co1S6Ti3,ok
MMD-1853,Ti5CoSe10,3,P-1,triclinic,Ferromagnetic,0.05,1.38,,,,,,-1036.846947,,Co1Se10Ti5,ok
MMD-1854,Sc4CoSi7,3,Pmm2,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-469.991701,,Co1Sc4Si7,ok
MMD-1855,ScAlCo,3,Amm2,orthorhombic,Ferromagnetic,0.05,1.72,,,,,,-477.175176,,Al1Co1Sc1,ok
MMD-1856,Sc2AlCo3,3,R-3m,trigonal,Ferromagnetic,0.1,2.13,,,,,,-419.689782,,Al1Co3Sc2,ok
MMD-1857,NbAlCo4,3,P-3m1,trigonal,Ferromagnetic,0.32,4.02,,,,,,-210.31801,,Al1Co4Nb1,ok
MMD-1858,NbVCo,3,Amm2,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,-172.27585,0.0,Co1Nb1V1,ok
MMD-1859,Nb2GaCo3,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.01,,,,,,-254.032121,,Co3Ga1Nb2,ok
MMD-1860,Nb2Co3Ge,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.01,,,,,,-322.123032,0.0,Co3Ge1Nb2,ok
MMD-1861,Nb3Co8Si,3,P3m1,trigonal,Ferromagnetic,0.23,2.99,,,,,,-161.64482,,Co8Nb3Si1,ok
MMD-1862,Nb3Co8Si,3,R3m,trigonal,Ferromagnetic,0.18,6.76,,,,,,-156.666238,,Co8Nb3Si1,ok
MMD-1863,Nb4Co3Si7,3,F222,orthorhombic,Ferromagnetic,0.0,0.06,,,,,,-466.166652,,Co3Nb4Si7,ok
MMD-1864,Ga3Co4Ge,3,R3,trigonal,Ferromagnetic,0.28,7.18,,,,,,-195.098908,,Co4Ga3Ge1,ok
MMD-1865,Ga2Co6C,3,P4/mmm,tetragonal,Ferromagnetic,0.5,4.18,,,,,,-92.919418,,C1Co6Ga2,ok
MMD-1866,GaCo4Ge3,3,R3,trigonal,Ferromagnetic,0.13,3.37,,,,,,-204.934902,,Co4Ga1Ge3,ok
MMD-1867,CoPS,3,P2_13,cubic,Ferromagnetic,0.0,0.0,,,,,,-569.442431,0.0,Co1P1S1,ok
MMD-1868,CoAsSe,3,P2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-310.700219,,As1Co1Se1,ok
MMD-1869,CoPSe,3,P2_13,cubic,Ferromagnetic,0.0,0.0,,,,,,-437.996406,,Co1P1Se1,ok
MMD-1870,CoSeS,3,P2_13,cubic,Ferromagnetic,0.23,3.56,,,,,,-307.711198,,Co1S1Se1,ok
MMD-1871,CoAsSe,3,P2_13,cubic,Ferromagnetic,0.0,0.0,,,,,,-351.845386,,As1Co1Se1,ok
MMD-1872,Co5CuS8,3,F-43m,cubic,Ferromagnetic,0.0,0.02,,,,,,-441.636068,,Co5Cu1S8,ok
MMD-1873,Co3SiMo2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.01,,,,,,-314.379336,0.0,Co3Mo2Si1,ok
MMD-1874,CoCuS4,3,P2_1/c,monoclinic,Ferromagnetic,0.05,0.72,,,,,,-236.534017,,Co1Cu1S4,ok
MMD-1875,CoSiMo,3,Amm2,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-357.940989,,Co1Mo1Si1,ok
MMD-1876,CoMo4N5,3,Amm2,orthorhombic,Ferromagnetic,0.01,0.17,,,,,,-159.218738,,Co1Mo4N5,ok
MMD-1877,Co3SiGe2,3,P1,triclinic,Ferromagnetic,0.0,0.0,,,,,,-306.107388,,Co3Ge2Si1,ok
MMD-1878,CrCoB,3,Fmmm,orthorhombic,Ferromagnetic,0.41,7.67,,,,,,-288.023805,,B1Co1Cr1,ok
MMD-1879,CrCoSi2,3,P2_1,monoclinic,Ferromagnetic,0.14,1.14,,,,,,-412.789166,,Co1Cr1Si2,ok
MMD-1880,CoGeMo,3,Amm2,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,55.681072,,Co1Ge1Mo1,ok
MMD-1881,Cr2CoP3,3,Pm,monoclinic,Ferromagnetic,0.24,5.84,,,,,,-549.780577,,Co1Cr2P3,ok
MMD-1882,Co2SiGe,3,P2_1,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-372.412227,,Co2Ge1Si1,ok
MMD-1883,Co2PS3,3,P2_1,monoclinic,Ferromagnetic,0.14,1.93,,,,,,-453.54289,,Co2P1S3,ok
MMD-1884,Co2(GeS)3,3,C2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-173.273067,,Co2Ge3S3,ok
MMD-1885,Co12Ge4C,3,P4/mmm,tetragonal,Ferromagnetic,0.49,8.0,,,,,,-38.570235,,C1Co12Ge4,ok
MMD-1886,Al6CoCu3,3,P3m1,trigonal,Ferromagnetic,0.0,0.0,,,,,,-304.062857,,Al6Co1Cu3,ok
MMD-1887,AlGaCo2,3,P4/mmm,tetragonal,Ferromagnetic,0.0,0.01,,,,,,-416.073148,0.0,Al1Co2Ga1,ok
MMD-1888,AlVCo,3,Amm2,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,-125.365329,,Al1Co1V1,ok
MMD-1889,Co5(SiN3)2,3,P-4b2,tetragonal,Ferromagnetic,0.6,28.03,,,,,,226.19207,,Co5N6Si2,ok
MMD-1890,AlCoN2,3,I-42d,tetragonal,Ferromagnetic,0.11,1.56,,,,,,-367.391758,,Al1Co1N2,ok
MMD-1891,GaCo2N3,3,C2/c,monoclinic,Ferromagnetic,0.0,0.0,,,,,,450.078007,,Co2Ga1N3,ok
MMD-1892,CoCN,3,R3m,trigonal,Ferromagnetic,0.0,0.0,,,,,,312.066533,,C1Co1N1,ok
MMD-1893,Ti(CoN)4,3,P-1,triclinic,Ferromagnetic,0.0,0.0,,,,,,-75.491793,,Co4N4Ti1,ok
MMD-1894,Co(CN)2,3,P-43m,cubic,Ferromagnetic,0.37,6.0,,,,,,404.807059,,C2Co1N2,ok
MMD-1895,GaCoN2,3,Pna2_1,orthorhombic,Ferromagnetic,0.12,1.74,,,,,,146.793564,,Co1Ga1N2,ok
MMD-1896,Co3Si6N11,3,P4bm,tetragonal,Ferromagnetic,0.42,16.04,,,,,,-183.767251,,Co3N11Si6,ok
MMD-1897,Co(CN)2,3,Cmce,orthorhombic,Ferromagnetic,0.14,8.0,,,,,,318.416684,,C2Co1N2,ok
MMD-1898,Nb5CoN9,3,P2_1/c,monoclinic,Ferromagnetic,0.0,0.01,,,,,,-538.603032,,Co1N9Nb5,ok
MMD-1899,CrCo2N3,3,Cmce,orthorhombic,Ferromagnetic,0.02,1.07,,,,,,221.512925,,Co2Cr1N3,ok
MMD-1900,Cr(CoN)3,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.01,,,,,,79.643229,,Co3Cr1N3,ok
MMD-1901,VCoN2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.01,,,,,,-282.363854,,Co1N2V1,ok
MMD-1902,Ga2CoN3,3,Cmc2_1,orthorhombic,Ferromagnetic,0.36,8.49,,,,,,1.393995,,Co1Ga2N3,ok
MMD-1903,Co7GeN6,3,Pbcn,orthorhombic,Ferromagnetic,0.08,4.18,,,,,,298.226754,,Co7Ge1N6,ok
MMD-1904,Co(CN)2,3,P-1,triclinic,Ferromagnetic,0.14,4.0,,,,,,318.959969,,C2Co1N2,ok
MMD-1905,ZnCoN2,3,Pna2_1,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,268.005682,,Co1N2Zn1,ok
MMD-1906,TiCoN2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.01,,,,,,-528.03186,,Co1N2Ti1,ok
MMD-1907,V(CoN)4,3,P-1,triclinic,Ferromagnetic,0.0,0.0,,,,,,10.760106,,Co4N4V1,ok
MMD-1908,VCo2N3,3,Cmc2_1,orthorhombic,Ferromagnetic,0.0,0.02,,,,,,-198.966146,,Co2N3V1,ok
MMD-1909,Zr(CoN)4,3,P-1,triclinic,Ferromagnetic,0.0,0.01,,,,,,-142.038678,,Co4N4Zr1,ok
MMD-1910,Co4CN4,3,Pnma,orthorhombic,Ferromagnetic,0.03,0.66,,,,,,332.092075,,C1Co4N4,ok
MMD-1911,CoC2N3,3,C2/c,monoclinic,Ferromagnetic,0.26,16.0,,,,,,441.149318,,C2Co1N3,ok
MMD-1912,Sc2Co3N4,3,C2/c,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-540.355999,,Co3N4Sc2,ok
MMD-1913,CoGeN2,3,Pna2_1,orthorhombic,Ferromagnetic,0.76,11.97,,,,,,210.417057,,Co1Ge1N2,ok
MMD-1914,Co(C4N3)2,3,Pmna,orthorhombic,Ferromagnetic,0.06,2.0,,,,,,388.824484,,C8Co1N6,ok
MMD-1915,Cr2Co3N4,3,C2/c,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-31.05015,,Co3Cr2N4,ok
MMD-1916,CoGeN2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,643.325252,,Co1Ge1N2,ok
MMD-1917,Co11(CN5)2,3,P4_2/mnm,tetragonal,Ferromagnetic,0.12,4.41,,,,,,378.787344,,C2Co11N10,ok
MMD-1918,CoSi7N10,3,Pc,monoclinic,Ferromagnetic,0.16,6.0,,,,,,-774.645847,,Co1N10Si7,ok
MMD-1919,Co(C4N3)2,3,Cm,monoclinic,Ferromagnetic,0.05,6.0,,,,,,384.435643,,C8Co1N6,ok
MMD-1920,CoMoN3,3,P-1,triclinic,Ferromagnetic,0.02,0.72,,,,,,298.686463,,Co1Mo1N3,ok
MMD-1921,CrCo2N3,3,Cmc2_1,orthorhombic,Ferromagnetic,0.0,0.02,,,,,,-66.590831,,Co2Cr1N3,ok
MMD-1922,Co2CuN2,3,R-3m,trigonal,Ferromagnetic,0.02,0.28,,,,,,245.559805,,Co2Cu1N2,ok
MMD-1923,AlCoN2,3,Pna2_1,orthorhombic,Ferromagnetic,0.04,0.54,,,,,,-336.157858,,Al1Co1N2,ok
MMD-1924,Al2CoN3,3,Cmc2_1,orthorhombic,Ferromagnetic,0.39,8.48,,,,,,-638.533636,,Al2Co1N3,ok
MMD-1925,Co2Ge5N8,3,Pbca,orthorhombic,Ferromagnetic,0.23,31.99,,,,,,282.564805,,Co2Ge5N8,ok
MMD-1926,V2Co3N4,3,C2/c,monoclinic,Ferromagnetic,0.0,0.07,,,,,,-247.724932,,Co3N4V2,ok
MMD-1927,Co4GeN4,3,Pnna,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,340.310047,,Co4Ge1N4,ok
MMD-1928,ZrCoN2,3,Pnma,orthorhombic,Ferromagnetic,0.23,3.73,,,b,2.857,,-672.51879,,Co1N2Zr1,ok
MMD-1929,CoSi2N3,3,Cmc2_1,orthorhombic,Ferromagnetic,0.39,8.0,,,,,,-581.801768,,Co1N3Si2,ok
MMD-1930,Co2(CN2)3,3,C2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,342.461418,,C3Co2N6,ok
MMD-1931,Co2CuN2,3,Pmmn,orthorhombic,Ferromagnetic,0.01,0.04,,,,,,387.761879,,Co2Cu1N2,ok
MMD-1932,CoGeN2,3,Pbca,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,243.982395,,Co1Ge1N2,ok
MMD-1933,Y2Co3N4,3,C2/c,monoclinic,Ferromagnetic,0.01,0.19,,,,,,-486.285708,,Co3N4Y2,ok
MMD-1934,TiCoN2,3,Pnma,orthorhombic,Ferromagnetic,0.24,3.27,,,,,,-702.219319,,Co1N2Ti1,ok
MMD-1935,Co2(CN2)3,3,R-3c,trigonal,Ferromagnetic,0.0,0.0,,,,,,216.567099,,C3Co2N6,ok
MMD-1936,CoGe7N10,3,Pc,monoclinic,Ferromagnetic,0.05,2.02,,,,,,216.288634,,Co1Ge7N10,ok
MMD-1937,CoC2N3,3,P3_121,trigonal,Ferromagnetic,0.39,6.01,,,,,,516.903435,,C2Co1N3,ok
MMD-1938,Co3Ge6N11,3,P4bm,tetragonal,Ferromagnetic,0.19,7.33,,,,,,655.304588,,Co3Ge6N11,ok
MMD-1939,Co(C2N3)3,3,Cmcm,orthorhombic,Ferromagnetic,0.16,14.97,,,,,,480.545988,,C6Co1N9,ok
MMD-1940,Zr(CoN)2,3,P-3m1,trigonal,Ferromagnetic,0.27,1.2,,,c,2.39,,-467.786483,,Co2N2Zr1,ok
MMD-1941,Zn5CoN4,3,Pmmn,orthorhombic,Ferromagnetic,0.29,5.87,,,,,,282.93413,,Co1N4Zn5,ok
MMD-1942,Co7SiN6,3,Pbcn,orthorhombic,Ferromagnetic,0.0,0.02,,,,,,152.177429,,Co7N6Si1,ok
MMD-1943,Co5CuN4,3,Pmmn,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,258.641996,,Co5Cu1N4,ok
MMD-1944,Co5(GeN3)2,3,C2/c,monoclinic,Ferromagnetic,0.0,0.23,,,,,,437.615019,,Co5Ge2N6,ok
MMD-1945,CrCoN2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,6.14663,,Co1Cr1N2,ok
MMD-1946,Zr6Al2Co,3,P-62m,hexagonal,Ferromagnetic,0.0,0.02,,,,,,-349.678584,0.0,Al2Co1Zr6,ok
MMD-1947,TiCoSi,3,P-62m,hexagonal,Ferromagnetic,0.0,0.02,,,,,,-791.206172,,Co1Si1Ti1,ok
MMD-1948,Nb2Co12P7,3,P-6,hexagonal,Ferromagnetic,0.2,4.08,,,,,,-651.746922,0.0,Co12Nb2P7,ok
MMD-1949,CoAsS,3,P2_13,cubic,Ferromagnetic,0.0,0.0,,,,,,-443.577767,,As1Co1S1,ok
MMD-1950,YAl2Co,3,Cmcm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-538.846189,0.0,Al2Co1Y1,ok
MMD-1951,Al12Co4Cu,3,C2/m,monoclinic,Ferromagnetic,0.0,0.03,,,,,,-410.872082,0.0,Al12Co4Cu1,ok
MMD-1952,Al7CoCu2,3,P4/mnc,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-275.990356,,Al7Co1Cu2,ok
MMD-1953,Zr2Co4P3,3,P-62m,hexagonal,Ferromagnetic,0.05,1.87,,,,,,-1034.947329,0.0,Co4P3Zr2,ok
MMD-1954,Zr4Co7Ge6,3,Im-3m,cubic,Ferromagnetic,0.0,0.01,,,,,,-604.352813,0.0,Co7Ge6Zr4,ok
MMD-1955,Co2CuGe2,3,Pmma,orthorhombic,Ferromagnetic,0.1,1.09,,,,,,-167.2194,0.0,Co2Cu1Ge2,ok
MMD-1956,ZnCo2Ge,3,Fm-3m,cubic,Ferromagnetic,0.09,1.39,,,,,,-117.077771,0.0,Co2Ge1Zn1,ok
MMD-1957,TiGaCo2,3,Fm-3m,cubic,Ferromagnetic,0.23,4.0,,,,,,-503.878281,0.0,Co2Ga1Ti1,ok
MMD-1958,VCo2Si,3,Fm-3m,cubic,Ferromagnetic,0.75,11.82,,,,,,-435.801566,,Co2Si1V1,ok
MMD-1959,Y2Co3Si5,3,Ibam,orthorhombic,Ferromagnetic,0.02,1.27,,,,,,-773.914938,,Co3Si5Y2,ok
MMD-1960,NbCoB2,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-640.667951,,B2Co1Nb1,ok
MMD-1961,Cr2CoS4,3,Fd-3m,cubic,Ferromagnetic,0.75,60.6,,,,,,-566.122625,,Co1Cr2S4,ok
MMD-1962,TiCoSi,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,-817.953006,0.0,Co1Si1Ti1,ok
MMD-1963,CoBMo,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-456.059387,0.0,B1Co1Mo1,ok
MMD-1964,VCoSi,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-602.577224,0.0,Co1Si1V1,ok
MMD-1965,YCoC,3,P4_2/mmc,tetragonal,Ferromagnetic,0.1,0.82,,,,,,-382.526455,0.0,C1Co1Y1,ok
MMD-1966,Nb4CoP,3,P4/mcc,tetragonal,Ferromagnetic,0.0,0.01,,,,,,-457.389442,,Co1Nb4P1,ok
MMD-1967,NbCoP,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-903.896558,0.0,Co1Nb1P1,ok
MMD-1968,Y3GaCo3,3,Cmcm,orthorhombic,Ferromagnetic,0.09,4.12,,,,,,-333.224653,0.0,Co3Ga1Y3,ok
