material_id,formula,elements,nelements,nsites,volume,density,energy_above_hull,formation_energy,band_gap,total_magnetization,mag_norm_vol,ordering,crystal_system,spacegroup_number,num_magnetic_sites
mp-30093,Ba3FeO5,"['Ba', 'Fe', 'O']",3,36,638.7950504112189,5.696233831288211,0.004177689444452959,-2.484196669444442,0.0,16.0000003,0.025047157597260866,FM,Orthorhombic,62,4
mp-757712,Ba4Fe4O11,"['Ba', 'Fe', 'O']",3,57,825.3589106888476,5.725954520838522,0.0,-2.226388043947368,0.0,53.997296,0.06542280612798335,FM,Triclinic,1,15
mp-1182448,Ba4Fe9O20,"['Ba', 'Fe', 'O']",3,33,450.4027494767858,5.057906977337028,0.08554702818180981,-1.8650943427272733,0.0,45.4351171,0.10087664241121994,FM,Monoclinic,12,29
mp-542530,Ba5Fe5O14,"['Ba', 'Fe', 'O']",3,48,742.3639200401581,5.322982474444855,0.029247849236110568,-2.181284587708333,0.0,47.3073387,0.06372526657470223,FM,Orthorhombic,63,26
mp-757601,Ba8Fe8O21,"['Ba', 'Fe', 'O']",3,37,544.0417550294887,5.7423486334552205,0.040793076254824534,-2.2210755995945957,0.0,38.0004733,0.06984844995572125,FM,Triclinic,2,13
mp-879789,Ba8Fe8O21,"['Ba', 'Fe', 'O']",3,37,544.0417408999821,5.742348782591853,1.2658568211196908,-0.9960118547297302,0.0,33.5289053,0.06162928830522221,FM,Triclinic,2,16
mp-1355687,Ba8Fe8O21,"['Ba', 'Fe', 'O']",3,37,544.0417408999821,5.742348782591853,0.3552837778764468,-1.9065848979729743,0.0,38.0000541,0.06984768124066792,FM,Triclinic,2,11
mp-554293,BaFe12O19,"['Ba', 'Fe', 'O']",3,64,736.6234424133885,5.011014694626489,0.05535915999998853,-1.7352961110937501,1.2163,120.0001048,0.16290562842643921,FM,Hexagonal,194,62
mp-1228836,BaFe12O19,"['Ba', 'Fe', 'O']",3,64,736.8147803661961,5.009713421472491,0.055780827812488276,-1.7348744432812504,1.1864,120.0001327,0.1628633625405289,FM,Hexagonal,186,62
mp-504445,BaFe4O7,"['Ba', 'Fe', 'O']",3,24,316.01447735674276,4.967756375931925,0.06989024791665344,-1.8600382199999999,0.0,40.0010106,0.12657967740776516,FM,Hexagonal,176,22
mp-1048391,BaFe4O7,"['Ba', 'Fe', 'O']",3,24,385.3641334806176,4.073765040343883,0.24917581874998618,-1.6807526491666671,1.6662000000000001,39.9981809,0.10379321121230334,FM,Hexagonal,186,22
mp-705845,BaFeO3,"['Ba', 'Fe', 'O']",3,20,415.52427401475444,3.8551060855234667,0.4609849973333322,-1.6892961329999991,0.0,13.9953491,0.03368118296622799,FM,Trigonal,160,4
mp-1192651,BaFeO3,"['Ba', 'Fe', 'O']",3,30,377.7430168733332,6.361031518317205,0.0,-2.150281130333332,0.0,20.0075123,0.052965935586597554,FM,Hexagonal,194,6
mp-1214471,BaFeO4,"['Ba', 'Fe', 'O']",3,24,383.39112335103204,4.455399638948153,0.06527693406249657,-1.7322188108333325,1.4122999999999999,8.0009063,0.020868783372103242,FM,Orthorhombic,62,4
mp-27908,Fe12N5,"['Fe', 'N']",2,34,330.4466184121488,7.438944422764716,0.026315119264706865,-0.1589874358823522,0.0,41.8148075,0.12654027964010386,FM,Trigonal,162,24
mp-684887,Fe24N11,"['Fe', 'N']",2,70,667.4809013125756,7.435217087876263,0.0498165222142859,-0.14806819185714143,0.0,78.0871235,0.11698780196773371,FM,Monoclinic,15,48
mp-248,Fe2N,"['Fe', 'N']",2,9,84.50293132536206,7.410072452303377,0.060405501388888894,-0.14936236277777779,0.0,8.9916732,0.10640664245574293,FM,Trigonal,162,6
mp-21476,Fe2N,"['Fe', 'N']",2,12,112.83708126722532,7.399137901839459,0.056840972499999864,-0.15292689166666662,0.0,12.0003146,0.1063508065365531,FM,Orthorhombic,60,8
mp-684744,Fe2N,"['Fe', 'N']",2,18,187.7986526344267,6.668555229433646,0.057325703611113,-0.1524421605555533,0.0,38.080029,0.20277051227906032,FM,Orthorhombic,18,14
mp-1224686,Fe2N,"['Fe', 'N']",2,3,27.913565868471654,7.4775212227567955,0.2750729191666661,0.06530505499999961,0.0,1.7814505,0.06382024096792831,FM,Hexagonal,187,2
mp-1224698,Fe2N,"['Fe', 'N']",2,3,29.029458187423295,7.19008532080506,0.17258652916666684,-0.03718133499999965,0.0,3.9192986,0.13501108338625467,FM,Trigonal,164,2
mp-1077745,Fe2Ni,"['Fe', 'Ni']",2,6,69.55646875964705,8.13521150342134,0.2233757600000006,0.17856019000000126,0.0,9.8828861,0.14208435644066975,FM,Cubic,227,6
mp-1224697,Fe2Ni,"['Fe', 'Ni']",2,3,34.40049961236216,8.224540212600596,0.08932948666666718,0.04451391666666756,0.0,5.6758261,0.16499254847916034,FM,Trigonal,164,3
mp-1224692,Fe2Pt,"['Fe', 'Pt']",2,3,37.24594491138286,13.676930832091237,0.2619641700000006,0.10730024333333432,0.0,5.4549239,0.14645685357100183,FM,Trigonal,164,3
mp-673635,Fe3N,"['Fe', 'N']",2,32,323.6190476983749,7.452146902530242,0.002994857187500699,-0.1547842253124987,0.0,47.8906698,0.1479847065264091,FM,Trigonal,149,24
mp-1188353,Fe3N,"['Fe', 'N']",2,16,156.17760373045238,7.720878750539418,0.12642038125,-0.0313587012499994,0.0,22.8461488,0.14628313057889064,FM,Orthorhombic,62,12
mp-999189,Fe3Ni,"['Fe', 'Ni']",2,4,46.06103922503529,8.15572342742715,0.0776360924999997,0.04402441499999998,0.0,8.1586136,0.17712612952869716,FM,Cubic,221,4
mp-1007853,Fe3Ni,"['Fe', 'Ni']",2,4,46.43039864620607,8.090843663905464,0.05910454999999981,0.025492872500000097,0.0,8.5136151,0.18336295505176903,FM,Cubic,225,4
mp-1007862,Fe3Ni,"['Fe', 'Ni']",2,4,46.4187320995087,8.092877157737732,0.07637603750000022,0.0427643600000005,0.0,8.1735649,0.1760833295161569,FM,Tetragonal,139,4
mp-1224780,Fe3Ni,"['Fe', 'Ni']",2,4,45.99259718762883,8.167860039882836,0.03959739749999969,0.005985719999999972,0.0,8.0058738,0.17406874778868617,FM,Orthorhombic,65,4
mp-1224827,Fe3Ni,"['Fe', 'Ni']",2,4,45.000763408043646,8.347882752409348,0.12037276000000041,0.0867610825000007,0.0,8.0423366,0.17871555926898955,FM,Trigonal,166,4
mp-1225009,Fe3Ni2,"['Fe', 'Ni']",2,10,113.77037187958861,8.317170325992278,0.02161789500000033,-0.03216078899999815,0.0,17.6999576,0.1555761601863545,FM,Tetragonal,123,10
mp-1649,Fe3Pt,"['Fe', 'Pt']",2,4,52.77041133042783,11.41061821296627,0.043079117500000486,-0.07291882749999878,0.0,8.3857695,0.1589104441026917,FM,Cubic,221,4
mp-11798,Fe3Pt,"['Fe', 'Pt']",2,4,52.619039634623554,11.443443681486134,0.042699720000000774,-0.0732982249999985,0.0,8.4745814,0.16105541756075092,FM,Tetragonal,123,4
mp-1224761,Fe3Pt,"['Fe', 'Pt']",2,4,52.70944005517764,11.423817365586926,0.12527248000000046,0.009274535000001194,0.0,8.186645,0.1553164858406768,FM,Orthorhombic,65,4
mp-1224766,Fe3Pt,"['Fe', 'Pt']",2,4,52.89906644195343,11.38286660112306,0.15236935000000074,0.03637140500000147,0.0,8.1993018,0.15499898866830022,FM,Trigonal,166,4
mp-535,Fe4N,"['Fe', 'N']",2,5,49.57942539378047,7.950674834594608,0.06999223100000052,-0.056231034999999,0.0,7.2631405,0.14649505197595797,FM,Cubic,221,4
mp-1225203,Fe4N,"['Fe', 'N']",2,5,48.57970461574964,8.114291614366755,0.2152588790000003,0.08903561300000148,0.0,6.4995342,0.13379114285295257,FM,Trigonal,166,4
mp-1084832,Fe5Co3,"['Co', 'Fe']",2,8,85.09936332657782,8.898381964087266,0.05108323406250026,-0.0019012150000001782,0.0,17.8997504,0.21033941618702612,FM,Cubic,229,8
mp-673174,Fe8N3,"['Fe', 'N']",2,33,327.26723218664796,7.440144068848253,0.017508316742423702,-0.15444952439393989,0.0,44.8375166,0.1370058233463109,FM,Monoclinic,5,24
mp-1225083,FeCo3,"['Co', 'Fe']",2,4,42.95434444910822,8.993628642683197,0.08142938999999938,0.0537423274999993,0.0,7.1199937,0.1657572427495822,FM,Tetragonal,123,4
mp-1096987,FeCo9,"['Co', 'Fe']",2,10,130.34090312357782,7.468727281756635,0.6378041349999997,0.6267293099999989,0.0,17.8917961,0.13726923529934856,FM,Tetragonal,123,10
mp-12120,FeN,"['Fe', 'N']",2,4,32.49875264482782,7.138211004473071,0.1895248574999986,-0.12422057000000208,0.0,3.3782695,0.10395074349223223,FM,Hexagonal,194,2
mp-1008929,FeN,"['Fe', 'N']",2,2,16.98155039135445,6.8304409319146755,0.3917963950000001,0.0780509674999994,0.0,2.3525372,0.13853488908749523,FM,Cubic,225,1
mp-1009019,FeN,"['Fe', 'N']",2,2,16.86746312127815,6.876640313157521,0.8663889649999996,0.552643537499999,0.0,2.6613935,0.15778267786118214,FM,Cubic,221,1
mp-1417269,FeN,"['Fe', 'N']",2,4,56.35057538618558,4.116780568274892,1.0475090699999994,0.7337636424999987,0.0,3.360926,0.05964315318817375,FM,Tetragonal,131,2
mp-1224965,FeNi,"['Fe', 'Ni']",2,2,22.488644275324734,8.457401244959666,0.08323196499999952,0.01600861000000009,0.0,3.2573547,0.14484442281716708,FM,Orthorhombic,65,2
mp-1224976,FeNi,"['Fe', 'Ni']",2,2,22.647928893243012,8.397919694472863,0.06864735499999952,0.0014240000000000919,0.0,3.1659732,0.13979084864331964,FM,Trigonal,166,2
mp-1072076,FeNi2,"['Fe', 'Ni']",2,6,70.25792781888661,8.188632395218688,0.18584447666666737,0.10359712166666786,0.0,7.8982488,0.11241790136994058,FM,Cubic,227,6
mp-1007854,FeNi3,"['Fe', 'Ni']",2,4,43.4525549205991,8.863019824054453,0.139506990000001,0.04974763500000101,0.0,4.7211877,0.10865155590107489,FM,Cubic,225,4
mp-1007855,FeNi3,"['Fe', 'Ni']",2,4,44.20546592147309,8.712064167612578,0.01703252250000009,-0.0727268324999999,0.0,4.4393089,0.10042443411604395,FM,Tetragonal,139,4
mp-1225078,FeNi3,"['Fe', 'Ni']",2,4,44.1881466347491,8.71547881042446,0.07870095999999993,-0.011058395000000054,0.0,4.2694051,0.09661878637477372,FM,Trigonal,166,4
mp-607225,Mn2Ga5,"['Ga', 'Mn']",2,14,211.48028010661886,7.200126340979699,0.032226584285714566,-0.14595642842364498,0.0,9.0532129,0.04280878054178752,FM,Tetragonal,127,4
mp-973149,Mn3Al,"['Al', 'Mn']",2,4,46.69059768899607,6.821163682333579,0.06899594353448268,-0.06714692844827663,0.0,2.9960903,0.0641690286330627,FM,Cubic,225,3
mp-669332,Mn3Bi,"['Bi', 'Mn']",2,16,311.564154029129,7.968829803935059,0.6299638315517235,0.6299638315517235,0.0,44.8341876,0.14390033968993857,FM,Trigonal,166,12
mp-999550,Mn3Ga,"['Ga', 'Mn']",2,4,47.77459938194109,8.151990405329917,0.08622319603448148,-0.05009741508620813,0.0,3.9979861,0.08368434590183603,FM,Cubic,225,3
mp-1078584,Mn3Ga,"['Ga', 'Mn']",2,8,95.85082097888105,8.126337819597271,0.09738024353448083,-0.03894036758620878,0.0,7.7642089,0.08100305058118072,FM,Hexagonal,194,6
mp-1210627,Mn3Ga,"['Ga', 'Mn']",2,4,48.93720922949029,7.958322142027074,0.0505323135344824,-0.08578829758620721,0.0,5.0368594,0.10292494155888059,FM,Tetragonal,139,3
mp-1194466,Mn8Ga5,"['Ga', 'Mn']",2,26,353.56682239028555,7.402860819376379,0.19689143316976043,-0.01283258393899062,0.0,40.7114211,0.11514491327203943,FM,Cubic,217,16
mp-12067,MnAl,"['Al', 'Mn']",2,2,25.61753612858791,5.310060592659984,0.04769594000000055,-0.2245898039655172,0.0,1.9212481,0.0749973803240188,FM,Cubic,221,1
mp-22878,MnBi,"['Bi', 'Mn']",2,4,101.92822383004689,8.599127355772202,0.44906315603448377,0.44906315603448377,0.0,8.0321158,0.07880168512886668,FM,Hexagonal,194,2
mp-1221736,MnBi,"['Bi', 'Mn']",2,8,182.03778304235047,9.629800618460784,0.21875650478447994,0.21875650478447994,0.0,11.8406057,0.06504476983904667,FM,Orthorhombic,51,4
mp-1185989,MnBi3,"['Bi', 'Mn']",2,4,114.21740831084504,9.913437394119724,0.3951775455172424,0.3951775455172424,0.0,4.2175669,0.03692578007480089,FM,Cubic,221,1
mp-1221635,MnFe4,"['Fe', 'Mn']",2,5,56.393298444827366,8.195264331985987,0.035551132413793596,0.035551132413793596,0.0,9.5746914,0.1697842059968782,FM,Orthorhombic,69,5
mp-1221639,MnGa,"['Ga', 'Mn']",2,2,26.924674227860102,7.688283759463198,0.10437638000000149,-0.16826484224137772,0.0,1.943929,0.07219879369936942,FM,Hexagonal,187,1
mp-1094099,Sr10Fe10O27,"['Fe', 'O', 'Sr']",3,47,602.5786971023934,5.143922888697635,0.030154163244681342,-2.2921960784042548,0.0,42.4366177,0.07042502150186192,FM,Orthorhombic,25,10
mp-1094087,Sr10Fe10O29,"['Fe', 'O', 'Sr']",3,49,604.0621712817009,5.219253513484607,0.004818709387787834,-2.2502026578571432,0.0,43.3611615,0.07178261371341324,FM,Orthorhombic,47,10
mp-758049,Sr12Fe8O27,"['Fe', 'O', 'Sr']",3,47,597.709811397985,5.3623774429935205,0.0,-2.4329524835106375,0.0,33.6916304,0.05636787243160449,FM,Triclinic,2,10
mp-698670,Sr14Fe14O39,"['Fe', 'O', 'Sr']",3,67,848.9012687344468,5.149417262887635,0.015760722985080022,-2.2775155341044777,0.0,62.0032589,0.07303942305615266,FM,Triclinic,1,14
mp-698682,Sr16Fe16O41,"['Fe', 'O', 'Sr']",3,73,1004.7937238224366,4.877558909970087,0.1118298348356177,-2.244884844589042,0.0,77.7443375,0.07737343064230633,FM,Triclinic,2,25
mp-1173632,Sr16Fe16O43,"['Fe', 'O', 'Sr']",3,75,977.5318427041982,5.067943182460413,0.048070207133332765,-2.2785212946,0.0,74.0010783,0.0757019618872843,FM,Triclinic,2,24
mp-530473,Sr16Fe16O45,"['Fe', 'O', 'Sr']",3,77,964.3305828401881,5.1924217530069505,0.012409132857164273,-2.2717381164285717,0.0,70.0004724,0.0725897048643128,FM,Triclinic,1,16
mp-530945,Sr16Fe16O47,"['Fe', 'O', 'Sr']",3,79,960.5183659167179,5.268349396066185,0.0030121153164657244,-2.239842744240505,0.0,67.5045714,0.07027931354084385,FM,Tetragonal,139,16
mp-685527,Sr18Fe18O47,"['Fe', 'O', 'Sr']",3,83,1128.7842137249636,4.905104767333429,0.09014742288103594,-2.2548432442771085,0.0,85.9999609,0.07618813219951225,FM,Triclinic,2,28
mp-1200902,Sr2(FeO2)3,"['Fe', 'O', 'Sr']",3,44,618.5689426367524,4.711501026346129,0.03691888482954475,-2.173306949545454,0.2890999999999999,56.0009517,0.09053308021137739,FM,Tetragonal,136,22
mp-772462,Sr21Fe14O47,"['Fe', 'O', 'Sr']",3,82,1047.1537350168337,5.350086356120321,0.0,-2.437322983841462,0.0,59.4749994,0.05679681732600982,FM,Triclinic,2,18
mp-773104,Sr24Fe16O55,"['Fe', 'O', 'Sr']",3,95,1249.6030565035512,5.151122842947303,0.0003125856842123298,-2.412290142578946,0.0,66.0018602,0.05281826085211118,FM,Monoclinic,12,16
mp-542018,Sr2Fe2O5,"['Fe', 'O', 'Sr']",3,18,243.49371122627883,5.004618935520591,0.0008685792361244893,-2.3712920211111115,0.3776999999999999,19.0118577,0.07807946087910365,FM,Orthorhombic,46,10
mp-1218842,Sr2Fe2O5,"['Fe', 'O', 'Sr']",3,18,254.21679371913635,4.793519814546724,0.016612726458346216,-2.3555478738888898,0.6806261174796835,20.0000053,0.0786730294541296,FM,Monoclinic,12,14
mp-2767689,Sr2Fe2O5,"['Fe', 'O', 'Sr']",3,18,243.81641216489695,4.997995118798907,0.031204461250000648,-2.3153956965277778,0.0,18.847858,0.07730348352125242,FM,Orthorhombic,69,10
mp-19218,Sr3Fe2O5,"['Fe', 'O', 'Sr']",3,10,143.51769194779106,5.259233491818961,0.019960033500002083,-2.4403017864999996,0.0,7.2234562,0.05033146855948431,FM,Orthorhombic,71,2
mp-1173217,Sr4Fe3O10,"['Fe', 'O', 'Sr']",3,34,492.30562518775275,4.573827216172903,0.06928451088235299,-2.2734824067647064,0.21629999999999994,23.9997266,0.048749649348099805,FM,Triclinic,2,6
mp-21059,Sr4Fe4O11,"['Fe', 'O', 'Sr']",3,19,229.53961905854138,5.424601085292088,0.009928396315803667,-2.295680029210527,0.0,17.4360051,0.07596076516774715,FM,Orthorhombic,65,7
mp-690536,Sr4Fe4O11,"['Fe', 'O', 'Sr']",3,38,489.60907915689916,5.086347127412946,0.02308846473685744,-2.282519960789473,0.0,35.9970491,0.07352202120513467,FM,Orthorhombic,58,8
mp-1204222,Sr4Fe4O13,"['Fe', 'O', 'Sr']",3,42,577.0093873843839,4.500086662736296,0.38447545928571536,-1.732651109285713,0.0,39.2245258,0.06797900806745448,FM,Orthorhombic,45,18
mp-505440,Sr4Fe6O13,"['Fe', 'O', 'Sr']",3,46,604.9404179826385,4.905480568736974,0.05066379959240397,-2.1850859115217385,0.05779999999999985,60.0005269,0.09918419255253332,FM,Orthorhombic,45,38
mp-1094111,Sr5Fe5O14,"['Fe', 'O', 'Sr']",3,48,604.0456838077852,5.175413159711726,0.015128824583358735,-2.273265949166667,0.0,42.785552,0.07083164923932292,FM,Orthorhombic,47,10
mp-19004,Sr8Fe8O23,"['Fe', 'O', 'Sr']",3,39,455.1332121695886,5.5300059297066735,0.0006412341025656687,-2.262595125512822,0.0,33.6440813,0.0739213935621639,FM,Tetragonal,139,9
mp-3742,SrFe12O19,"['Fe', 'O', 'Sr']",3,64,727.3766251742676,4.8477637874291295,0.07247122472656109,-1.7310813628124997,1.1401999999999997,120.0000628,0.16497651786823633,FM,Hexagonal,194,62
mp-1218653,SrFe12O19,"['Fe', 'O', 'Sr']",3,64,730.8666270726616,4.8246149608246665,0.08176724675781166,-1.7217853407812491,1.0309,120.0000883,0.16418876420809647,FM,Hexagonal,186,62
